Gene	Estimate	SE	P.Wald	P.LRT	P.Score
3322	CGNL1	0.248	0.678	0.715	0.714	0.714
3323	HLA-DQB1	0.047	0.127	0.714	0.714	0.714
3324	IGFN1	-0.334	0.921	0.716	0.714	0.715
3325	SLC3A1	0.081	0.223	0.715	0.715	0.715
3326	C2	0.28	0.774	0.717	0.716	0.716
3327	GNLY	-0.279	0.77	0.717	0.716	0.716
3328	CD200R1L	0.048	0.133	0.717	0.717	0.717
3329	PPIG	-0.07	0.192	0.717	0.717	0.717
3330	FAM71E1	0.278	0.781	0.722	0.718	0.72
3331	NQO1	0.357	1.024	0.727	0.721	0.724
3332	RP11-362K2.2	-0.241	0.678	0.722	0.721	0.721
3333	ZNF544	-0.244	0.692	0.725	0.724	0.724
3334	ZNF660	-0.239	0.679	0.725	0.724	0.724
3335	ARMS2	0.061	0.175	0.726	0.726	0.726
3336	FMO2	-0.107	0.307	0.729	0.729	0.729
3337	SLTM	-0.117	0.338	0.729	0.729	0.729
3338	LGALS8	-0.12	0.349	0.73	0.73	0.73
3339	RP11-486A14.2	0.046	0.135	0.731	0.731	0.731
3340	MAGEC1	0.232	0.684	0.734	0.732	0.733
3341	DOLK	-0.193	0.568	0.733	0.733	0.733
3342	XRCC4	0.078	0.231	0.734	0.734	0.734
3343	IGLV2-11	0.11	0.325	0.735	0.735	0.735
3344	SLC22A25	0.178	0.528	0.736	0.735	0.735
3345	ACADL	0.227	0.68	0.738	0.737	0.738
3346	C1orf127	0.111	0.33	0.737	0.737	0.737
3347	EFCAB5	-0.12	0.356	0.737	0.737	0.737
3348	SLFNL1	0.258	0.772	0.738	0.737	0.737
3349	PNPLA7	0.226	0.678	0.739	0.738	0.738
3350	TRBV3-1	0.022	0.066	0.739	0.739	0.739
3351	LAD1	0.204	0.614	0.74	0.74	0.74
3352	HIBCH	-0.043	0.13	0.741	0.741	0.741
3353	KRTAP10-1	-0.022	0.067	0.743	0.743	0.743
3354	WDR87	-0.251	0.771	0.744	0.743	0.744
3355	RBKS	0.2	0.616	0.746	0.745	0.746
3356	LOXHD1	-0.122	0.382	0.75	0.749	0.75
3357	ZNF528	-0.246	0.772	0.75	0.749	0.75
3358	FAM90A1	-0.158	0.502	0.754	0.753	0.753
3359	PRIM2	0.191	0.607	0.753	0.753	0.753
3360	OR4D6	0.178	0.57	0.755	0.754	0.754
3361	OR8G1	0.041	0.131	0.754	0.754	0.754
3362	DIRC3	0.063	0.2	0.755	0.755	0.755
3363	MS4A12	0.042	0.133	0.755	0.755	0.755
3364	G2E3	-0.108	0.349	0.756	0.756	0.756
3365	ZMYM5	-0.237	0.772	0.759	0.758	0.759
3366	DNAJC11	-0.074	0.242	0.759	0.759	0.759
3367	EFCAB6	-0.188	0.613	0.76	0.759	0.759
3368	ZNF419	0.042	0.136	0.759	0.759	0.759
3369	SIX3	-0.207	0.681	0.761	0.76	0.76
3370	C2orf57	0.253	0.848	0.765	0.763	0.764
3371	CCL26	-0.185	0.615	0.764	0.763	0.763
3372	MRGPRX3	0.068	0.226	0.764	0.764	0.764
3373	MLKL	0.203	0.68	0.765	0.765	0.765
3374	TRAV26-1	-0.075	0.255	0.768	0.768	0.768
3375	ACIN1	0.11	0.373	0.769	0.769	0.769
3376	DNAH14	0.061	0.208	0.77	0.77	0.77
3377	PRSS57	0.198	0.683	0.772	0.771	0.771
3378	NLRP13	-0.141	0.497	0.776	0.776	0.776
3379	KNOP1	-0.218	0.774	0.779	0.778	0.778
3380	OR10AD1	0.044	0.156	0.78	0.78	0.78
3381	OR5AR1	0.036	0.129	0.78	0.78	0.78
3382	TMPRSS4	0.037	0.134	0.78	0.78	0.78
3383	ZNF880	0.036	0.129	0.78	0.78	0.78
3384	MS4A14	-0.035	0.126	0.784	0.784	0.784
3385	HLA-V	-0.185	0.683	0.786	0.786	0.786
3386	PPIC	-0.166	0.615	0.787	0.786	0.786
3387	TMEM177	-0.167	0.614	0.786	0.786	0.786
3388	CES5A	-0.056	0.209	0.788	0.788	0.788
3389	TSPO2	0.103	0.383	0.789	0.788	0.788
3390	MMP8	0.124	0.469	0.791	0.791	0.791
3391	HTR3D	0.034	0.13	0.792	0.792	0.792
3392	CCDC66	-0.159	0.614	0.796	0.795	0.795
3393	DSC2	0.137	0.528	0.796	0.795	0.795
3394	GDPD4	-0.035	0.134	0.797	0.797	0.797
3395	METTL8	0.073	0.282	0.797	0.797	0.797
3396	ZNF813	0.158	0.615	0.798	0.797	0.798
3397	ECHDC3	0.276	1.074	0.797	0.798	0.797
3398	FCRL6	-0.05	0.197	0.8	0.8	0.8
3399	FAM101B	0.368	1.464	0.801	0.802	0.801
3400	CCT6B	0.117	0.472	0.804	0.803	0.804
3401	FAM186A	-0.168	0.682	0.806	0.805	0.805
3402	OR2M3	0.129	0.528	0.806	0.806	0.806
3403	YME1L1	-0.191	0.799	0.811	0.811	0.811
3404	IGLV3-16	0.028	0.117	0.812	0.812	0.812
3405	C22orf15	0.346	1.458	0.813	0.813	0.812
3406	OR2J1	-0.032	0.135	0.813	0.813	0.813
3407	OTOR	0.075	0.323	0.816	0.816	0.816
3408	CDKL2	-0.14	0.616	0.821	0.82	0.82
3409	C17orf77	-0.037	0.163	0.822	0.822	0.822
3410	GJB2	-0.138	0.616	0.822	0.822	0.822
3411	MICAL2	-0.111	0.495	0.822	0.822	0.822
3412	ACSM4	0.069	0.314	0.826	0.826	0.826
3413	KRTAP13-2	0.027	0.123	0.827	0.827	0.827
3414	SERPINA10	-0.115	0.528	0.827	0.827	0.827
3415	PIK3C2G	-0.097	0.447	0.828	0.828	0.828
3416	RFPL1	-0.04	0.185	0.829	0.829	0.829
3417	HNRNPA1L2	-0.097	0.466	0.836	0.836	0.836
3418	SYNE2	-0.051	0.25	0.838	0.837	0.838
3419	ABI3BP	0.037	0.183	0.838	0.838	0.838
3420	C2orf83	-0.028	0.139	0.839	0.839	0.839
3421	PXDNL	-0.09	0.446	0.839	0.839	0.839
3422	OR11H7	0.026	0.13	0.842	0.842	0.842
3423	PRAMEF12	0.082	0.412	0.842	0.842	0.842
3424	NLRP8	0.028	0.144	0.846	0.846	0.846
3425	OR52B4	-0.027	0.14	0.847	0.847	0.847
3426	ABCA10	0.021	0.107	0.848	0.848	0.848
3427	C12orf44	0.06	0.313	0.849	0.849	0.849
3428	KRTAP4-8	0.065	0.343	0.849	0.849	0.849
3429	A2M	0.044	0.233	0.851	0.851	0.851
3430	OR2B11	0.023	0.122	0.853	0.853	0.853
3431	AGXT2	-0.084	0.47	0.858	0.857	0.858
3432	OR2T12	0.038	0.21	0.857	0.857	0.857
3433	PKD1L2	-0.018	0.103	0.859	0.859	0.859
3434	SLC5A9	0.034	0.194	0.86	0.86	0.86
3435	PP13004	-0.027	0.158	0.862	0.862	0.862
3436	ZNF429	-0.072	0.412	0.862	0.862	0.862
3437	OR10D3	0.022	0.126	0.864	0.864	0.864
3438	AKR1E2	-0.033	0.194	0.865	0.865	0.865
3439	CCDC57	-0.025	0.154	0.869	0.869	0.869
3440	MYCT1	0.066	0.4	0.87	0.869	0.869
3441	NIPAL2	0.022	0.132	0.869	0.869	0.869
3442	BDP1	0.237	1.442	0.869	0.87	0.869
3443	ABCB7	-0.085	0.528	0.872	0.872	0.872
3444	CDCP2	-0.019	0.117	0.873	0.873	0.873
3445	OR10J1	0.029	0.185	0.874	0.874	0.874
3446	PLSCR1	0.22	1.437	0.878	0.878	0.878
3447	REXO1L1P	0.156	1.017	0.878	0.878	0.878
3448	ZNF615	0.22	1.437	0.878	0.878	0.878
3449	REM2	0.152	1.016	0.881	0.881	0.881
3450	HTR3E	-0.035	0.241	0.883	0.883	0.883
3451	F11	0.211	1.45	0.884	0.884	0.884
3452	ZNF681	-0.024	0.168	0.885	0.885	0.885
3453	DDIT4L	-0.032	0.226	0.886	0.886	0.886
3454	BRCA1	0.202	1.435	0.888	0.888	0.888
3455	FLG	0.048	0.342	0.888	0.888	0.888
3456	C5orf20	-0.018	0.127	0.889	0.889	0.889
3457	ARSH	0.195	1.431	0.891	0.891	0.891
3458	IGLV3-22	-0.011	0.078	0.892	0.892	0.892
3459	MTBP	0.19	1.443	0.895	0.895	0.895
3460	MROH2B	0.021	0.159	0.897	0.897	0.897
3461	MUC19	-0.011	0.081	0.897	0.897	0.897
3462	ETFB	0.043	0.339	0.9	0.9	0.9
3463	WWTR1	-0.033	0.266	0.9	0.9	0.9
3464	IL12RB1	-0.02	0.163	0.902	0.902	0.902
3465	ZNF442	0.177	1.446	0.902	0.902	0.902
3466	FAM81B	-0.039	0.318	0.903	0.903	0.903
3467	FHOD3	-0.038	0.31	0.903	0.903	0.903
3468	PCDHGA8	0.03	0.247	0.904	0.904	0.904
3469	ZNF860	0.078	0.644	0.904	0.904	0.904
3470	TYW1B	-0.018	0.155	0.906	0.906	0.906
3471	ERCC8	0.169	1.452	0.907	0.907	0.907
3472	GPR32	0.084	0.717	0.907	0.907	0.907
3473	ZXDA	0.167	1.434	0.907	0.907	0.907
3474	OR51I2	0.015	0.135	0.91	0.91	0.91
3475	GLT6D1	-0.018	0.162	0.911	0.911	0.911
3476	TUBB1	0.16	1.456	0.912	0.912	0.912
3477	UGT2A1	0.04	0.358	0.912	0.912	0.912
3478	KCNH2	0.111	1.015	0.913	0.913	0.913
3479	TCEAL6	-0.018	0.167	0.913	0.913	0.913
3480	NEK1	0.155	1.436	0.914	0.914	0.914
3481	SLAMF8	0.155	1.443	0.915	0.915	0.915
3482	SLFN12L	-0.025	0.23	0.915	0.915	0.915
3483	AGAP6	0.015	0.14	0.916	0.916	0.916
3484	GJB4	0.034	0.324	0.916	0.916	0.916
3485	ZNF75D	0.087	0.84	0.917	0.917	0.917
3486	CMAHP	0.146	1.441	0.919	0.919	0.919
3487	DEFB132	0.103	1.013	0.919	0.919	0.919
3488	NIM1K	0.145	1.428	0.919	0.919	0.919
3489	CCNL2	0.033	0.324	0.92	0.92	0.92
3490	C8orf44	0.059	0.592	0.921	0.921	0.921
3491	TRRAP	0.143	1.444	0.921	0.921	0.921
3492	ANXA3	0.137	1.426	0.923	0.923	0.923
3493	CAMSAP1	0.05	0.512	0.923	0.923	0.922
3494	SULT1C2	-0.143	1.493	0.923	0.923	0.923
3495	GPR98	-0.133	1.425	0.925	0.925	0.925
3496	C7orf33	0.032	0.348	0.927	0.927	0.927
3497	CCDC7	0.019	0.207	0.927	0.927	0.927
3498	MAGEC3	0.125	1.425	0.93	0.93	0.93
3499	CEBPZ	-0.123	1.425	0.931	0.931	0.931
3500	CRYBA2	0.123	1.427	0.931	0.931	0.931
3501	ZSWIM2	0.124	1.428	0.931	0.931	0.931
3502	FETUB	0.123	1.434	0.932	0.932	0.932
3503	CNKSR1	-0.026	0.305	0.933	0.933	0.933
3504	NXPE2	0.119	1.424	0.933	0.933	0.933
3505	C2CD2	-0.125	1.508	0.934	0.934	0.934
3506	HRCT1	-0.124	1.489	0.934	0.934	0.933
3507	KIAA1841	-0.018	0.224	0.934	0.934	0.934
3508	PYGL	0.011	0.136	0.934	0.934	0.934
3509	SKOR1	-0.083	1.012	0.934	0.934	0.934
3510	ZNF534	0.084	1.014	0.934	0.934	0.934
3511	CCDC153	0.114	1.423	0.936	0.936	0.936
3512	NDUFAF2	0.114	1.431	0.936	0.936	0.936
3513	PEBP4	0.012	0.15	0.936	0.936	0.936
3514	ZNF594	0.112	1.425	0.937	0.937	0.937
3515	NOC2L	0.109	1.431	0.939	0.939	0.939
3516	PASK	0.109	1.427	0.939	0.939	0.939
3517	TRIM77	0.063	0.829	0.939	0.939	0.939
3518	TRPM2	0.079	1.021	0.939	0.939	0.939
3519	LIMK1	-0.108	1.424	0.94	0.94	0.94
3520	NLRP9	0.108	1.43	0.94	0.94	0.94
3521	SPHK1	0.107	1.426	0.94	0.94	0.94
3522	UTP14C	0.076	1.01	0.94	0.94	0.94
3523	OR52I2	0.075	1.01	0.941	0.941	0.941
3524	AC004381.6	0.105	1.43	0.942	0.942	0.942
3525	DHRS9	0.103	1.42	0.942	0.942	0.942
3526	LMBRD1	0.099	1.425	0.944	0.944	0.944
3527	RRP15	0.045	0.643	0.944	0.944	0.944
3528	TRDJ4	0.1	1.425	0.944	0.944	0.944
3529	ANXA5	0.098	1.425	0.945	0.945	0.945
3530	CCDC146	0.099	1.428	0.945	0.945	0.945
3531	CHIT1	-0.07	1.012	0.945	0.945	0.945
3532	PLA2G3	0.098	1.425	0.945	0.945	0.945
3533	TMC2	-0.05	0.718	0.945	0.945	0.945
3534	ECD	-0.096	1.423	0.946	0.946	0.946
3535	OR2A1	-0.097	1.423	0.946	0.946	0.946
3536	RASEF	0.097	1.421	0.946	0.946	0.946
3537	SIGLEC5	0.068	1.012	0.946	0.946	0.946
3538	TMCO4	-0.068	1.008	0.946	0.946	0.946
3539	UGT1A10	0.097	1.424	0.946	0.946	0.946
3540	GCSAML	-0.017	0.251	0.947	0.947	0.947
3541	MPZL2	0.089	1.426	0.95	0.95	0.95
3542	RIMS1	0.089	1.424	0.95	0.95	0.95
3543	TRAP1	-0.09	1.433	0.95	0.95	0.95
3544	ELAVL3	0.062	1.012	0.951	0.951	0.951
3545	ADH1A	0.087	1.436	0.952	0.952	0.952
3546	C14orf166B	0.087	1.436	0.952	0.952	0.952
3547	CCDC58	0.086	1.428	0.952	0.952	0.952
3548	B3GALTL	0.084	1.423	0.953	0.953	0.953
3549	KIAA1551	-0.084	1.425	0.953	0.953	0.953
3550	MS4A2	-0.06	1.009	0.953	0.953	0.953
3551	PCNXL4	0.084	1.422	0.953	0.953	0.953
3552	UEVLD	-0.089	1.522	0.953	0.953	0.953
3553	MSH4	0.082	1.424	0.954	0.954	0.954
3554	LIG3	-0.081	1.425	0.955	0.955	0.955
3555	LINC00935	0.033	0.588	0.955	0.955	0.955
3556	MBP	0.081	1.424	0.955	0.955	0.955
3557	ZNF461	-0.08	1.421	0.955	0.955	0.955
3558	GBA3	-0.008	0.141	0.956	0.956	0.956
3559	MAP3K6	-0.079	1.423	0.956	0.956	0.956
3560	MGME1	-0.078	1.423	0.956	0.956	0.956
3561	ALDH3B1	0.005	0.102	0.957	0.957	0.957
3562	ATP2C2	-0.044	0.828	0.957	0.957	0.957
3563	CD109	0.054	1.007	0.957	0.957	0.957
3564	CHRNA6	0.077	1.422	0.957	0.957	0.957
3565	MYH1	0.077	1.422	0.957	0.957	0.957
3566	SLFN13	-0.012	0.222	0.957	0.957	0.957
3567	ZNF547	-0.077	1.441	0.957	0.957	0.957
3568	DIS3	-0.075	1.43	0.958	0.958	0.958
3569	PRDM7	-0.075	1.423	0.958	0.958	0.958
3570	TAS2R8	0.027	0.51	0.958	0.958	0.958
3571	ZNF776	0.076	1.425	0.958	0.958	0.958
3572	CEP192	-0.037	0.716	0.959	0.959	0.959
3573	SLC38A3	-0.008	0.152	0.959	0.959	0.959
3574	CD36	0.071	1.425	0.96	0.96	0.96
3575	DMGDH	0.05	1.008	0.96	0.96	0.96
3576	ITFG3	-0.072	1.423	0.96	0.96	0.96
3577	ABCC12	0.017	0.351	0.961	0.961	0.961
3578	FARSB	-0.07	1.425	0.961	0.961	0.961
3579	CASC5	-0.068	1.421	0.962	0.962	0.962
3580	IGIP	0.069	1.42	0.962	0.962	0.961
3581	ITSN2	-0.047	1.007	0.962	0.962	0.962
3582	AC073343.1	-0.01	0.22	0.963	0.963	0.963
3583	C1QA	0.066	1.421	0.963	0.963	0.963
3584	CAMK1	0.066	1.428	0.963	0.963	0.963
3585	GBAS	-0.067	1.426	0.963	0.963	0.963
3586	HAUS3	-0.066	1.43	0.963	0.963	0.963
3587	MRPS15	0.065	1.42	0.963	0.963	0.963
3588	SLC25A24	0.066	1.426	0.963	0.963	0.963
3589	UBQLN3	-0.065	1.427	0.963	0.963	0.963
3590	MOB3C	-0.006	0.128	0.964	0.964	0.964
3591	RP11-10J21.3	0.037	0.825	0.964	0.964	0.964
3592	UNC93B1	-0.004	0.097	0.964	0.964	0.964
3593	ZNF138	0.033	0.713	0.964	0.964	0.964
3594	CYP4F12	0.063	1.428	0.965	0.965	0.965
3595	SERPINA9	0.045	1.009	0.965	0.965	0.965
3596	SLC17A4	0.021	0.482	0.965	0.965	0.965
3597	ATP7B	0.061	1.423	0.966	0.966	0.966
3598	IQGAP3	0.043	1.008	0.966	0.966	0.966
3599	ZNF546	-0.043	1.008	0.966	0.966	0.966
3600	ACOT11	0.059	1.42	0.967	0.967	0.967
3601	FCRL2	-0.059	1.425	0.967	0.967	0.967
3602	L1TD1	-0.02	0.485	0.967	0.967	0.967
3603	OBSCN	0.035	0.838	0.967	0.967	0.967
3604	SCGN	-0.06	1.45	0.967	0.967	0.967
3605	SFXN4	-0.058	1.422	0.967	0.967	0.967
3606	TRAJ37	-0.021	0.505	0.967	0.967	0.967
3607	GSR	-0.057	1.422	0.968	0.968	0.968
3608	MUC17	0.057	1.428	0.968	0.968	0.968
3609	OR52N1	0.011	0.282	0.968	0.968	0.968
3610	PNLDC1	0.057	1.429	0.968	0.968	0.968
3611	TMEM144	0.041	1.008	0.968	0.968	0.968
3612	TMPRSS9	-0.057	1.422	0.968	0.968	0.968
3613	ZNF227	0.058	1.438	0.968	0.968	0.968
3614	CASP5	0.056	1.431	0.969	0.969	0.969
3615	SGSH	0.056	1.428	0.969	0.969	0.969
3616	CLCA4	0.038	1.008	0.97	0.97	0.97
3617	DLEC1	-0.053	1.421	0.97	0.97	0.97
3618	KCNV2	-0.054	1.42	0.97	0.97	0.97
3619	LILRA5	-0.054	1.419	0.97	0.97	0.97
3620	PLB1	0.038	1.008	0.97	0.97	0.97
3621	RYR1	0.054	1.423	0.97	0.97	0.97
3622	TPTE2	0.053	1.419	0.97	0.97	0.97
3623	TRIM63	0.054	1.421	0.97	0.97	0.97
3624	ZNF226	0.054	1.422	0.97	0.97	0.97
3625	ZNF587	0.054	1.424	0.97	0.97	0.97
3626	ACSM1	0.052	1.426	0.971	0.971	0.971
3627	BTN2A3P	-0.052	1.42	0.971	0.971	0.971
3628	CMYA5	0.052	1.419	0.971	0.971	0.971
3629	ERCC6	0.052	1.423	0.971	0.971	0.971
3630	ESF1	-0.051	1.421	0.971	0.971	0.971
3631	ESPL1	-0.051	1.42	0.971	0.971	0.971
3632	FYCO1	-0.052	1.42	0.971	0.971	0.971
3633	PSMC6	0.052	1.422	0.971	0.971	0.971
3634	REXO4	-0.052	1.419	0.971	0.971	0.971
3635	RPF2	0.036	1.005	0.971	0.971	0.971
3636	SLC22A5	-0.052	1.42	0.971	0.971	0.971
3637	ZNF727	0.018	0.51	0.971	0.971	0.971
3638	ZNF749	-0.018	0.508	0.971	0.971	0.971
3639	CCDC121	0.021	0.586	0.972	0.972	0.972
3640	LARP1B	-0.051	1.426	0.972	0.972	0.972
3641	MN1	0.049	1.422	0.972	0.972	0.972
3642	MROH8	-0.049	1.419	0.972	0.972	0.972
3643	MTIF2	0.049	1.42	0.972	0.972	0.972
3644	PSTPIP1	-0.05	1.42	0.972	0.972	0.972
3645	RETSAT	0.035	1.005	0.972	0.972	0.972
3646	SERPINB3	0.025	0.711	0.972	0.972	0.972
3647	SPEF2	-0.05	1.42	0.972	0.972	0.972
3648	TMEM54	-0.05	1.429	0.972	0.972	0.972
3649	TRGV11	0.008	0.23	0.972	0.972	0.972
3650	TXNRD3NB	-0.05	1.421	0.972	0.972	0.972
3651	ZNF28	0.025	0.722	0.972	0.972	0.972
3652	ABCA13	0.047	1.418	0.973	0.973	0.973
3653	C14orf183	0.047	1.422	0.973	0.973	0.973
3654	IFI44L	0.028	0.824	0.973	0.973	0.973
3655	LRIT2	-0.05	1.484	0.973	0.973	0.973
3656	PSKH2	-0.048	1.42	0.973	0.973	0.973
3657	AGR3	-0.047	1.419	0.974	0.974	0.974
3658	ALDH8A1	0.047	1.42	0.974	0.974	0.974
3659	CNTNAP4	0.016	0.504	0.974	0.974	0.974
3660	PON2	-0.046	1.42	0.974	0.974	0.974
3661	TRBV6-8	-0.046	1.42	0.974	0.974	0.974
3662	GOSR1	0.045	1.423	0.975	0.975	0.975
3663	GPR113	0.031	1.006	0.975	0.975	0.975
3664	NCAM1	-0.007	0.24	0.975	0.975	0.975
3665	NUP62CL	0.045	1.418	0.975	0.975	0.975
3666	RNPC3	-0.044	1.419	0.975	0.975	0.975
3667	ASCC1	-0.019	0.641	0.976	0.976	0.976
3668	CCDC87	-0.043	1.419	0.976	0.976	0.976
3669	FANK1	-0.043	1.419	0.976	0.976	0.976
3670	FBN3	-0.043	1.422	0.976	0.976	0.976
3671	PRRC2C	-0.024	0.823	0.976	0.976	0.976
3672	ABCA8	-0.029	1.01	0.977	0.977	0.977
3673	CAPS2	0.024	0.824	0.977	0.977	0.977
3674	CEP89	-0.011	0.373	0.977	0.977	0.977
3675	CHD1L	0.041	1.427	0.977	0.977	0.977
3676	CXorf22	-0.029	1.006	0.977	0.977	0.977
3677	KLF17	-0.041	1.421	0.977	0.977	0.977
3678	KRTAP1-1	-0.041	1.422	0.977	0.977	0.977
3679	LRWD1	-0.041	1.418	0.977	0.977	0.977
3680	OR7C2	0.041	1.424	0.977	0.977	0.977
3681	PEX12	-0.041	1.431	0.977	0.977	0.977
3682	SFXN2	0.029	1.005	0.977	0.977	0.977
3683	SMCO1	0.041	1.425	0.977	0.977	0.977
3684	SPANXN4	0.01	0.348	0.977	0.977	0.977
3685	STARD4	0.041	1.419	0.977	0.977	0.977
3686	TRBV6-6	0.041	1.418	0.977	0.977	0.977
3687	CCDC102B	0.038	1.421	0.978	0.978	0.978
3688	GZMA	0.039	1.418	0.978	0.978	0.978
3689	HSF2BP	0.04	1.42	0.978	0.978	0.978
3690	INADL	-0.039	1.435	0.978	0.978	0.978
3691	KIAA1614	-0.039	1.42	0.978	0.978	0.978
3692	LIPT1	0.039	1.42	0.978	0.978	0.978
3693	MPDZ	0.04	1.43	0.978	0.978	0.978
3694	MS4A18	0.039	1.418	0.978	0.978	0.978
3695	NHSL1	0.04	1.423	0.978	0.978	0.978
3696	OR6F1	-0.039	1.428	0.978	0.978	0.978
3697	OR8J3	0.039	1.418	0.978	0.978	0.978
3698	XIRP1	-0.038	1.423	0.978	0.978	0.978
3699	CELSR1	-0.027	1.007	0.979	0.979	0.979
3700	DDX58	0.037	1.424	0.979	0.979	0.979
3701	FAM211B	0.038	1.418	0.979	0.979	0.979
3702	KIRREL2	-0.026	1.007	0.979	0.979	0.979
3703	OR2G6	0.037	1.42	0.979	0.979	0.979
3704	OR6K2	0.013	0.505	0.979	0.979	0.979
3705	RSL1D1	0.037	1.437	0.979	0.979	0.979
3706	TIAM2	0.037	1.421	0.979	0.979	0.979
3707	XRCC1	0.038	1.428	0.979	0.979	0.979
3708	CAPN2	0.021	0.824	0.98	0.98	0.98
3709	FAM117B	-0.036	1.418	0.98	0.98	0.98
3710	GTF2IRD2	-0.036	1.423	0.98	0.98	0.98
3711	KATNA1	0.036	1.424	0.98	0.98	0.98
3712	KRT222	-0.037	1.423	0.98	0.98	0.98
3713	KRTAP27-1	0.025	1.014	0.98	0.98	0.98
3714	LONP2	-0.035	1.421	0.98	0.98	0.98
3715	PSORS1C1	-0.036	1.42	0.98	0.98	0.98
3716	TP53AIP1	-0.026	1.006	0.98	0.98	0.98
3717	ZFP69	-0.036	1.426	0.98	0.98	0.98
3718	AC009365.3	-0.024	1.005	0.981	0.981	0.981
3719	ALPK2	-0.02	0.823	0.981	0.981	0.981
3720	EME1	-0.034	1.423	0.981	0.981	0.981
3721	GBP7	0.033	1.421	0.981	0.981	0.981
3722	MICAL1	-0.033	1.419	0.981	0.981	0.981
3723	PRIMPOL	0.035	1.419	0.981	0.981	0.981
3724	SLC16A4	-0.035	1.419	0.981	0.981	0.981
3725	CLDN17	-0.031	1.42	0.982	0.982	0.982
3726	CTC-490E21.13	-0.032	1.421	0.982	0.982	0.982
3727	EIF2AK4	-0.032	1.42	0.982	0.982	0.982
3728	MRPL47	-0.031	1.418	0.982	0.982	0.982
3729	TPRN	0.033	1.428	0.982	0.982	0.982
3730	C10orf128	-0.018	0.824	0.983	0.983	0.983
3731	CCDC113	-0.031	1.428	0.983	0.983	0.983
3732	COL4A3	0.03	1.423	0.983	0.983	0.983
3733	GEN1	-0.005	0.225	0.983	0.983	0.983
3734	GRAMD1A	0.03	1.419	0.983	0.983	0.983
3735	NUP214	-0.031	1.426	0.983	0.983	0.983
3736	SYTL3	-0.018	0.823	0.983	0.983	0.983
3737	ZNF569	0.03	1.419	0.983	0.983	0.983
3738	ZNF714	-0.03	1.423	0.983	0.983	0.983
3739	ZNF83	-0.031	1.422	0.983	0.983	0.983
3740	BANK1	-0.029	1.423	0.984	0.984	0.984
3741	C18orf21	-0.028	1.42	0.984	0.984	0.984
3742	CEP128	-0.029	1.42	0.984	0.984	0.984
3743	FHAD1	-0.029	1.421	0.984	0.984	0.984
3744	GPR150	-0.029	1.418	0.984	0.984	0.984
3745	HIVEP3	-0.029	1.418	0.984	0.984	0.984
3746	MX1	0.028	1.422	0.984	0.984	0.984
3747	OLFML3	-0.029	1.423	0.984	0.984	0.984
3748	RAD51D	0.029	1.419	0.984	0.984	0.984
3749	TBX10	-0.028	1.419	0.984	0.984	0.984
3750	WFDC2	-0.029	1.419	0.984	0.984	0.984
3751	ZNF440	0.02	1.007	0.984	0.984	0.984
3752	CHMP4A	-0.026	1.421	0.985	0.985	0.985
3753	DPPA4	0.012	0.641	0.985	0.985	0.985
3754	KDELC2	0.026	1.418	0.985	0.985	0.985
3755	OXGR1	-0.027	1.5	0.985	0.985	0.985
3756	PRAMEF11	0.027	1.419	0.985	0.985	0.985
3757	RAD51AP2	-0.015	0.823	0.985	0.985	0.985
3758	SDR39U1	0.018	1.007	0.985	0.985	0.985
3759	COX15	-0.025	1.42	0.986	0.986	0.986
3760	EXOC3L1	-0.018	1.013	0.986	0.986	0.986
3761	MTMR11	-0.018	1.013	0.986	0.986	0.986
3762	C11orf63	-0.023	1.421	0.987	0.987	0.987
3763	CCDC74B	-0.023	1.445	0.987	0.987	0.987
3764	KALRN	0.022	1.422	0.987	0.987	0.987
3765	MMP27	-0.023	1.42	0.987	0.987	0.987
3766	OR4D10	0.014	0.826	0.987	0.987	0.987
3767	PCDHA3	0.012	0.714	0.987	0.987	0.987
3768	PLEKHA1	0.023	1.42	0.987	0.987	0.987
3769	SUZ12	0.022	1.418	0.987	0.987	0.987
3770	TRPV4	0.023	1.418	0.987	0.987	0.987
3771	ZNF790	0.024	1.434	0.987	0.987	0.987
3772	AC002472.13	-0.021	1.42	0.988	0.988	0.988
3773	BOD1L1	-0.022	1.419	0.988	0.988	0.988
3774	GLB1L3	0.021	1.418	0.988	0.988	0.988
3775	NIT1	-0.021	1.419	0.988	0.988	0.988
3776	OR4M1	0.021	1.42	0.988	0.988	0.988
3777	SETD6	0.021	1.424	0.988	0.988	0.988
3778	SLC27A6	0.021	1.418	0.988	0.988	0.988
3779	TMEM232	0.016	1.048	0.988	0.988	0.988
3780	ADH1C	-0.003	0.22	0.989	0.989	0.989
3781	FCHSD1	-0.019	1.421	0.989	0.989	0.989
3782	NEBL	-0.02	1.419	0.989	0.989	0.989
3783	OR5T3	-0.02	1.421	0.989	0.989	0.989
3784	S100A3	-0.009	0.641	0.989	0.989	0.989
3785	ZNF16	-0.019	1.419	0.989	0.989	0.989
3786	ZNF677	0.013	1.007	0.989	0.989	0.989
3787	HABP2	-0.017	1.418	0.99	0.99	0.99
3788	KCNJ16	0.018	1.419	0.99	0.99	0.99
3789	LMAN1L	0.01	0.827	0.99	0.99	0.99
3790	NOD2	-0.006	0.459	0.99	0.99	0.99
3791	PTPLAD2	-0.017	1.42	0.99	0.99	0.99
3792	TCHH	-0.018	1.42	0.99	0.99	0.99
